Gene ID	source_id	Input Ortholog(s)	
PF3D7_0404000	PF3D7_0404000.1	PBANKA_1001700	
PF3D7_0404200	PF3D7_0404200.1	PBANKA_1001900	
PF3D7_0404400	PF3D7_0404400.1	PBANKA_1002100,PBANKA_1002200	
PF3D7_0404500	PF3D7_0404500.1	PBANKA_1002100,PBANKA_1002200	
PF3D7_0404700	PF3D7_0404700.1	PBANKA_1002400	
PF3D7_0404800	PF3D7_0404800.1	PBANKA_1002500	
PF3D7_0404900	PF3D7_0404900.1	PBANKA_1002600	
PF3D7_0405000	PF3D7_0405000.1	PBANKA_1002700	
PF3D7_0405100	PF3D7_0405100.1	PBANKA_1002800	
PF3D7_0405200	PF3D7_0405200.1	PBANKA_1002900	
PF3D7_0405400	PF3D7_0405400.1	PBANKA_1003100	
PF3D7_0405500	PF3D7_0405500.1	PBANKA_1003200	
PF3D7_0405600	PF3D7_0405600.1	PBANKA_1003300	
PF3D7_0405700	PF3D7_0405700.1	PBANKA_1003400	
PF3D7_0405800	PF3D7_0405800.1	PBANKA_1003500	
PF3D7_0406000	PF3D7_0406000.1	PBANKA_1003700	
PF3D7_0406100	PF3D7_0406100.1	PBANKA_1003800	
PF3D7_0406400	PF3D7_0406400.1	PBANKA_1004000	
PF3D7_0406500	PF3D7_0406500.1	PBANKA_1004100	
PF3D7_0406600	PF3D7_0406600.1	PBANKA_1004200	
PF3D7_0406700	PF3D7_0406700.1	PBANKA_1004300	
PF3D7_0406800	PF3D7_0406800.1	PBANKA_1004400	
PF3D7_0407000	PF3D7_0407000.1	PBANKA_1004600	
PF3D7_0407100	PF3D7_0407100.1	PBANKA_1004700	
PF3D7_0407200	PF3D7_0407200.1	PBANKA_1004800	
PF3D7_0407300	PF3D7_0407300.1	PBANKA_1004900	
PF3D7_0407400	PF3D7_0407400.1	PBANKA_1005000	
PF3D7_0407500	PF3D7_0407500.1	PBANKA_1005100	
PF3D7_0407700	PF3D7_0407700.1	PBANKA_1005300	
PF3D7_0407800	PF3D7_0407800.1	PBANKA_1005400	
PF3D7_0407900	PF3D7_0407900.1	PBANKA_1005500	
PF3D7_0408000	PF3D7_0408000.1	PBANKA_1005600	
PF3D7_0408200	PF3D7_0408200.1	PBANKA_1005800	
PF3D7_0408300	PF3D7_0408300.1	PBANKA_1005900	
PF3D7_0408400	PF3D7_0408400.1	PBANKA_1006000	
PF3D7_0408500	PF3D7_0408500.1	PBANKA_1006100	
PF3D7_0408600	PF3D7_0408600.1	PBANKA_1006200	
PF3D7_0408700	PF3D7_0408700.1	PBANKA_1006300	
PF3D7_0408800	PF3D7_0408800.1	PBANKA_1006400	
PF3D7_0408900	PF3D7_0408900.2	PBANKA_1006500	
PF3D7_0408900	PF3D7_0408900.1	PBANKA_1006500	
PF3D7_0409000	PF3D7_0409000.1	PBANKA_1006600	
PF3D7_0409100	PF3D7_0409100.1	PBANKA_1006700	
PF3D7_0409200	PF3D7_0409200.1	PBANKA_1006800	
PF3D7_0409300	PF3D7_0409300.1	PBANKA_1006900	
PF3D7_0409400	PF3D7_0409400.1	PBANKA_1007000	
PF3D7_0409500	PF3D7_0409500.1	PBANKA_1007100	
PF3D7_0409600	PF3D7_0409600.1	PBANKA_1007200	
PF3D7_0409700	PF3D7_0409700.1	PBANKA_1007300	
PF3D7_0409800	PF3D7_0409800.1	PBANKA_1007400	
PF3D7_0409900	PF3D7_0409900.1	PBANKA_1007500	
PF3D7_0410400	PF3D7_0410400.1	PBANKA_1007800	
PF3D7_0410500	PF3D7_0410500.1	PBANKA_1007900	
PF3D7_0410600	PF3D7_0410600.1	PBANKA_1008000	
PF3D7_0410700	PF3D7_0410700.1	PBANKA_1008100	
PF3D7_0410900	PF3D7_0410900.1	PBANKA_0612300	
PF3D7_0411100	PF3D7_0411100.1	PBANKA_0612500	
PF3D7_0411200	PF3D7_0411200.1	PBANKA_0612600	
PF3D7_0411300	PF3D7_0411300.1	PBANKA_0612700	
PF3D7_0411700	PF3D7_0411700.1	PBANKA_0612900	
PF3D7_0411900	PF3D7_0411900.1	PBANKA_0613200	
PF3D7_0412000	PF3D7_0412000.1	PBANKA_0613300	
PF3D7_0412100	PF3D7_0412100.1	PBANKA_0613400	
PF3D7_0412200	PF3D7_0412200.1	PBANKA_0613500	
PF3D7_0412300	PF3D7_0412300.1	PBANKA_0613600	
PF3D7_0413500	PF3D7_0413500.1	PBANKA_0715500	
PF3D7_0413600	PF3D7_0413600.1	PBANKA_0715600	
PF3D7_0413700	PF3D7_0413700.1	PBANKA_0715700	
PF3D7_0413800	PF3D7_0413800.1	PBANKA_0715800	
PF3D7_0413900	PF3D7_0413900.1	PBANKA_0715900	
PF3D7_0414000	PF3D7_0414000.1	PBANKA_0716000	
PF3D7_0414100	PF3D7_0414100.1	PBANKA_0716100	
PF3D7_0414200	PF3D7_0414200.2	PBANKA_0716200	
PF3D7_0414200	PF3D7_0414200.1	PBANKA_0716200	
PF3D7_0414300	PF3D7_0414300.1	PBANKA_0716300	
PF3D7_0414500	PF3D7_0414500.1	PBANKA_0716500	
PF3D7_0414600	PF3D7_0414600.1	PBANKA_0716600	
PF3D7_0414700	PF3D7_0414700.1	PBANKA_0716700	
PF3D7_0414900	PF3D7_0414900.1	PBANKA_0716900	
PF3D7_0415000	PF3D7_0415000.1	PBANKA_0717000	
PF3D7_0415100	PF3D7_0415100.1	PBANKA_0717100	
PF3D7_0415200	PF3D7_0415200.1	PBANKA_0717200	
PF3D7_0415300	PF3D7_0415300.1	PBANKA_0717300	
PF3D7_0415400	PF3D7_0415400.1	PBANKA_0717400	
PF3D7_0415500	PF3D7_0415500.1	PBANKA_0717500	
PF3D7_0415600	PF3D7_0415600.1	PBANKA_0717600	
PF3D7_0415700	PF3D7_0415700.1	PBANKA_0717700	
PF3D7_0415900	PF3D7_0415900.1	PBANKA_0717800	
PF3D7_0416100	PF3D7_0416100.1	PBANKA_0718100	
PF3D7_0416200	PF3D7_0416200.1	PBANKA_0718200	
PF3D7_0416300	PF3D7_0416300.1	PBANKA_0718300	
PF3D7_0416400	PF3D7_0416400.1	PBANKA_0718400	
PF3D7_0416500	PF3D7_0416500.1	PBANKA_0718500	
PF3D7_0416600	PF3D7_0416600.1	PBANKA_0718600	
PF3D7_0416700	PF3D7_0416700.1	PBANKA_0718700	
PF3D7_0416800	PF3D7_0416800.1	PBANKA_0718800	
PF3D7_0416900	PF3D7_0416900.1	PBANKA_0718900	
PF3D7_0417000	PF3D7_0417000.1	PBANKA_0719100	
PF3D7_0417100	PF3D7_0417100.1	PBANKA_0719200	
PF3D7_0417200	PF3D7_0417200.1	PBANKA_0719300	
PF3D7_0417300	PF3D7_0417300.1	PBANKA_0719400	
PF3D7_0417500	PF3D7_0417500.1	PBANKA_0719600	
PF3D7_0417800	PF3D7_0417800.1	PBANKA_0719900	
PF3D7_0417900	PF3D7_0417900.1	PBANKA_0720000	
PF3D7_0418100	PF3D7_0418100.1	PBANKA_0720200	
PF3D7_0418200	PF3D7_0418200.1	PBANKA_0720300	
PF3D7_0418400	PF3D7_0418400.1	PBANKA_0720500	
PF3D7_0418500	PF3D7_0418500.1	PBANKA_0720600	
PF3D7_0418700	PF3D7_0418700.1	PBANKA_0720800	
PF3D7_0418800	PF3D7_0418800.1	PBANKA_0720900	
PF3D7_0418900	PF3D7_0418900.1	PBANKA_0721000	
PF3D7_0419000	PF3D7_0419000.1	PBANKA_0721100	
PF3D7_0419100	PF3D7_0419100.1	PBANKA_0721200	
PF3D7_0419200	PF3D7_0419200.1	PBANKA_0721300	
PF3D7_0419300	PF3D7_0419300.1	PBANKA_0721400	
PF3D7_0419400	PF3D7_0419400.1	PBANKA_0721500	
PF3D7_0419500	PF3D7_0419500.1	PBANKA_0721600	
PF3D7_0419600	PF3D7_0419600.1	PBANKA_0721700	
PF3D7_0419800	PF3D7_0419800.1	PBANKA_0721900	
PF3D7_0420100	PF3D7_0420100.1	PBANKA_0521400	
PF3D7_0420200	PF3D7_0420200.1	PBANKA_0521600	
PF3D7_0420400	PF3D7_0420400.1	PBANKA_0521800	
PF3D7_0420500	PF3D7_0420500.1	PBANKA_0521900	
PF3D7_0420600	PF3D7_0420600.1	PBANKA_0522000	
PF3D7_0421900	PF3D7_0421900.1	PBANKA_0522300	
PF3D7_0422000	PF3D7_0422000.1	PBANKA_0522400	
PF3D7_0422100	PF3D7_0422100.1	PBANKA_0522500	
PF3D7_0422200	PF3D7_0422200.1	PBANKA_0522600	
PF3D7_0422300	PF3D7_0422300.1	PBANKA_0522700	
PF3D7_0422400	PF3D7_0422400.1	PBANKA_0522800	
PF3D7_0422500	PF3D7_0422500.1	PBANKA_0522900	
PF3D7_0422600	PF3D7_0422600.1	PBANKA_0523000	
PF3D7_0422700	PF3D7_0422700.1	PBANKA_0523100	
PF3D7_0422800	PF3D7_0422800.1	PBANKA_0523200	
PF3D7_0422900	PF3D7_0422900.1	PBANKA_0523300	
PF3D7_0423100	PF3D7_0423100.1	PBANKA_0523500	
PF3D7_0423200	PF3D7_0423200.1	PBANKA_0523600	
PF3D7_0423500	PF3D7_0423500.1	PBANKA_0523900	
PF3D7_0423600	PF3D7_0423600.1	PBANKA_0524000	
PF3D7_0501700	PF3D7_0501700.1	PBANKA_1101500	
PF3D7_0501800	PF3D7_0501800.1	PBANKA_1101600	
PF3D7_0501900	PF3D7_0501900.1	PBANKA_1101700	
PF3D7_0502000	PF3D7_0502000.1	PBANKA_1101800	
PF3D7_0502100	PF3D7_0502100.1	PBANKA_1101900	
PF3D7_0502200	PF3D7_0502200.1	PBANKA_1102000	
PF3D7_0502400	PF3D7_0502400.1	PBANKA_1102200	
PF3D7_0502600	PF3D7_0502600.1	PBANKA_1102300	
PF3D7_0502700	PF3D7_0502700.1	PBANKA_1102400	
PF3D7_0502800	PF3D7_0502800.1	PBANKA_1102500	
PF3D7_0502900	PF3D7_0502900.1	PBANKA_1102600	
PF3D7_0503000	PF3D7_0503000.1	PBANKA_1102700	
PF3D7_0503100	PF3D7_0503100.1	PBANKA_1102800	
PF3D7_0503200	PF3D7_0503200.1	PBANKA_1102900	
PF3D7_0503300	PF3D7_0503300.1	PBANKA_1103000	
PF3D7_0503400	PF3D7_0503400.1	PBANKA_1103100	
PF3D7_0503500	PF3D7_0503500.1	PBANKA_1103200	
PF3D7_0503600	PF3D7_0503600.1	PBANKA_1103300	
PF3D7_0503800	PF3D7_0503800.1	PBANKA_1103400	
PF3D7_0503900	PF3D7_0503900.1	PBANKA_1103500	
PF3D7_0504000	PF3D7_0504000.1	PBANKA_1103600	
PF3D7_0504100	PF3D7_0504100.1	PBANKA_1103700	
PF3D7_0504200	PF3D7_0504200.1	PBANKA_1103800	
PF3D7_0504300	PF3D7_0504300.1	PBANKA_1103900	
PF3D7_0504400	PF3D7_0504400.1	PBANKA_1104000	
PF3D7_0504500	PF3D7_0504500.1	PBANKA_1104100	
PF3D7_0504600	PF3D7_0504600.1	PBANKA_1104200	
PF3D7_0504900	PF3D7_0504900.1	PBANKA_1104500	
PF3D7_0505000	PF3D7_0505000.1	PBANKA_1104600	
PF3D7_0505200	PF3D7_0505200.1	PBANKA_1104800	
PF3D7_0505300	PF3D7_0505300.1	PBANKA_1104900	
PF3D7_0505400	PF3D7_0505400.1	PBANKA_1105000	
PF3D7_0505500	PF3D7_0505500.1	PBANKA_1105100	
PF3D7_0505600	PF3D7_0505600.1	PBANKA_1105200	
PF3D7_0505700	PF3D7_0505700.1	PBANKA_1105300	
PF3D7_0505800	PF3D7_0505800.1	PBANKA_1105400	
PF3D7_0505900	PF3D7_0505900.1	PBANKA_1105500	
PF3D7_0506000	PF3D7_0506000.1	PBANKA_1105600	
PF3D7_0506100	PF3D7_0506100.1	PBANKA_1105700	
PF3D7_0506200	PF3D7_0506200.1	PBANKA_1105800	
PF3D7_0506300	PF3D7_0506300.1	PBANKA_1105900	
PF3D7_0506400	PF3D7_0506400.1	PBANKA_1106000	
PF3D7_0506700	PF3D7_0506700.1	PBANKA_1106300	
PF3D7_0506800	PF3D7_0506800.1	PBANKA_1106400	
PF3D7_0506900	PF3D7_0506900.1	PBANKA_1106500	
PF3D7_0507000	PF3D7_0507000.1	PBANKA_1106600	
PF3D7_0507100	PF3D7_0507100.1	PBANKA_1106700	
PF3D7_0507200	PF3D7_0507200.1	PBANKA_1106800	
PF3D7_0507400	PF3D7_0507400.1	PBANKA_1107000	
PF3D7_0507500	PF3D7_0507500.1	PBANKA_1107100	
PF3D7_0507600	PF3D7_0507600.1	PBANKA_1107200	
PF3D7_0507700	PF3D7_0507700.1	PBANKA_1107300	
PF3D7_0507800	PF3D7_0507800.1	PBANKA_1107400	
PF3D7_0507900	PF3D7_0507900.1	PBANKA_1107500	
PF3D7_0508000	PF3D7_0508000.1	PBANKA_1107600	
PF3D7_0508100	PF3D7_0508100.1	PBANKA_1107700	
PF3D7_0508200	PF3D7_0508200.1	PBANKA_1107800	
PF3D7_0508300	PF3D7_0508300.1	PBANKA_1107900	
PF3D7_0508400	PF3D7_0508400.1	PBANKA_1108000	
PF3D7_0508500	PF3D7_0508500.1	PBANKA_1108100	
PF3D7_0508600	PF3D7_0508600.1	PBANKA_1108200	
PF3D7_0508700	PF3D7_0508700.1	PBANKA_1108300	
PF3D7_0508800	PF3D7_0508800.1	PBANKA_1108400	
PF3D7_0509000	PF3D7_0509000.1	PBANKA_1108600	
PF3D7_0509100	PF3D7_0509100.1	PBANKA_1108700	
PF3D7_0509200	PF3D7_0509200.1	PBANKA_1108800	
PF3D7_0509300	PF3D7_0509300.1	PBANKA_1108900	
PF3D7_0509400	PF3D7_0509400.1	PBANKA_1109000	
PF3D7_0509500	PF3D7_0509500.1	PBANKA_1109100	
PF3D7_0509600	PF3D7_0509600.1	PBANKA_1109200	
PF3D7_0509700	PF3D7_0509700.1	PBANKA_1109300	
PF3D7_0509800	PF3D7_0509800.1	PBANKA_1109400	
PF3D7_0509900	PF3D7_0509900.1	PBANKA_1109500	
PF3D7_0510000	PF3D7_0510000.1	PBANKA_1109600	
PF3D7_0510100	PF3D7_0510100.1	PBANKA_1109700	
PF3D7_0510200	PF3D7_0510200.1	PBANKA_1109800	
PF3D7_0510300	PF3D7_0510300.1	PBANKA_1109900	
PF3D7_0510400	PF3D7_0510400.1	PBANKA_1110000	
PF3D7_0510500	PF3D7_0510500.1	PBANKA_1110100	
PF3D7_0510700	PF3D7_0510700.1	PBANKA_1110200	
PF3D7_0510800	PF3D7_0510800.1	PBANKA_1110300	
PF3D7_0511000	PF3D7_0511000.1	PBANKA_1110500	
PF3D7_0511100	PF3D7_0511100.1	PBANKA_1110600	
PF3D7_0511200	PF3D7_0511200.1	PBANKA_1110700	
PF3D7_0511300	PF3D7_0511300.1	PBANKA_1110800	
PF3D7_0511600	PF3D7_0511600.1	PBANKA_1111200	
PF3D7_0511700	PF3D7_0511700.1	PBANKA_1111300	
PF3D7_0511800	PF3D7_0511800.1	PBANKA_1111400	
PF3D7_0511900	PF3D7_0511900.1	PBANKA_1111500	
PF3D7_0512000	PF3D7_0512000.1	PBANKA_1111600	
PF3D7_0512100	PF3D7_0512100.1	PBANKA_1111700	
PF3D7_0512200	PF3D7_0512200.1	PBANKA_1111800	
PF3D7_0512300	PF3D7_0512300.1	PBANKA_1111900	
PF3D7_0512400	PF3D7_0512400.1	PBANKA_1112000	
PF3D7_0512600	PF3D7_0512600.1	PBANKA_1112300	
PF3D7_0512700	PF3D7_0512700.1	PBANKA_1112400	
PF3D7_0512800	PF3D7_0512800.1	PBANKA_1112500	
PF3D7_0512900	PF3D7_0512900.1	PBANKA_1112600	
PF3D7_0513000	PF3D7_0513000.1	PBANKA_1112700	
PF3D7_0513100	PF3D7_0513100.1	PBANKA_1112800	
PF3D7_0513200	PF3D7_0513200.1	PBANKA_1112900	
PF3D7_0513300	PF3D7_0513300.1	PBANKA_1113000	
PF3D7_0513400	PF3D7_0513400.1	PBANKA_1113100	
PF3D7_0513500	PF3D7_0513500.1	PBANKA_1113200	
PF3D7_0513600	PF3D7_0513600.1	PBANKA_1113300	
PF3D7_0513700	PF3D7_0513700.1	PBANKA_1113400	
PF3D7_0513800	PF3D7_0513800.1	PBANKA_1113500	
PF3D7_0513900	PF3D7_0513900.1	PBANKA_1113600	
PF3D7_0514000	PF3D7_0514000.1	PBANKA_1113700	
PF3D7_0514100	PF3D7_0514100.1	PBANKA_1113800	
PF3D7_0514200	PF3D7_0514200.1	PBANKA_1113900	
PF3D7_0514300	PF3D7_0514300.1	PBANKA_1114000	
PF3D7_0514500	PF3D7_0514500.1	PBANKA_1114100	
PF3D7_0514600	PF3D7_0514600.1	PBANKA_1114200	
PF3D7_0514700	PF3D7_0514700.1	PBANKA_1114300	
PF3D7_0514900	PF3D7_0514900.1	PBANKA_1114500	
PF3D7_0515000	PF3D7_0515000.1	PBANKA_1114600	
PF3D7_0515200	PF3D7_0515200.1	PBANKA_1114800	
PF3D7_0515300	PF3D7_0515300.1	PBANKA_1114900	
PF3D7_0515400	PF3D7_0515400.1	PBANKA_1115000	
PF3D7_0515500	PF3D7_0515500.1	PBANKA_1115100	
PF3D7_0515600	PF3D7_0515600.1	PBANKA_1115200	
PF3D7_0515700	PF3D7_0515700.1	PBANKA_1115300	
PF3D7_0515800	PF3D7_0515800.1	PBANKA_1115400	
PF3D7_0515900	PF3D7_0515900.1	PBANKA_1115500	
PF3D7_0516000	PF3D7_0516000.1	PBANKA_1230900	
PF3D7_0516200	PF3D7_0516200.1	PBANKA_1231000	
PF3D7_0516300	PF3D7_0516300.1	PBANKA_1231100	
PF3D7_0516400	PF3D7_0516400.1	PBANKA_1231200	
PF3D7_0516500	PF3D7_0516500.1	PBANKA_1231300	
PF3D7_0516600	PF3D7_0516600.1	PBANKA_1231400	
PF3D7_0516700	PF3D7_0516700.1	PBANKA_1231500	
PF3D7_0516900	PF3D7_0516900.1	PBANKA_1231700	
PF3D7_0517000	PF3D7_0517000.1	PBANKA_1231800	
PF3D7_0517100	PF3D7_0517100.1	PBANKA_1231900	
PF3D7_0517200	PF3D7_0517200.1	PBANKA_1232000	
PF3D7_0517300	PF3D7_0517300.1	PBANKA_1232100	
PF3D7_0517400	PF3D7_0517400.1	PBANKA_1232200	
PF3D7_0517500	PF3D7_0517500.1	PBANKA_1232300	
PF3D7_0517600	PF3D7_0517600.1	PBANKA_1232400	
PF3D7_0517700	PF3D7_0517700.1	PBANKA_1232500	
PF3D7_0517800	PF3D7_0517800.1	PBANKA_1232600	
PF3D7_0517900	PF3D7_0517900.1	PBANKA_1232700	
PF3D7_0518000	PF3D7_0518000.1	PBANKA_1232800	
PF3D7_0518200	PF3D7_0518200.1	PBANKA_1233000	
PF3D7_0518300	PF3D7_0518300.1	PBANKA_1233100	
PF3D7_0518400	PF3D7_0518400.1	PBANKA_1233200	
PF3D7_0518500	PF3D7_0518500.1	PBANKA_1233300	
PF3D7_0518600	PF3D7_0518600.1	PBANKA_1233400	
PF3D7_0518700	PF3D7_0518700.1	PBANKA_1233500	
PF3D7_0518800	PF3D7_0518800.1	PBANKA_1233600	
PF3D7_0518900	PF3D7_0518900.1	PBANKA_1233700	
PF3D7_0519000	PF3D7_0519000.1	PBANKA_1233800	
PF3D7_0519100	PF3D7_0519100.1	PBANKA_1233900	
PF3D7_0519200	PF3D7_0519200.1	PBANKA_1234000	
PF3D7_0519300	PF3D7_0519300.1	PBANKA_1234100	
PF3D7_0519400	PF3D7_0519400.1	PBANKA_1234200	
PF3D7_0519500	PF3D7_0519500.1	PBANKA_1234300	
PF3D7_0519600	PF3D7_0519600.1	PBANKA_1234400	
PF3D7_0519700	PF3D7_0519700.1	PBANKA_1234500	
PF3D7_0519900	PF3D7_0519900.1	PBANKA_1234700	
PF3D7_0520000	PF3D7_0520000.1	PBANKA_1234800	
PF3D7_0520100	PF3D7_0520100.1	PBANKA_1234900	
PF3D7_0520200	PF3D7_0520200.1	PBANKA_1235000	
PF3D7_0520300	PF3D7_0520300.1	PBANKA_1235100	
PF3D7_0520400	PF3D7_0520400.1	PBANKA_1235200	
PF3D7_0520600	PF3D7_0520600.1	PBANKA_1235300	
PF3D7_0520700	PF3D7_0520700.1	PBANKA_1235400	
PF3D7_0520800	PF3D7_0520800.1	PBANKA_1235500	
PF3D7_0520900	PF3D7_0520900.1	PBANKA_1235600	
PF3D7_0521100	PF3D7_0521100.1	PBANKA_1235700	
PF3D7_0521200	PF3D7_0521200.1	PBANKA_1235800	
PF3D7_0521400	PF3D7_0521400.1	PBANKA_1236000	
PF3D7_0521500	PF3D7_0521500.1	PBANKA_1236100	
PF3D7_0521600	PF3D7_0521600.1	PBANKA_1236200	
PF3D7_0521700	PF3D7_0521700.1	PBANKA_1236300	
PF3D7_0521800	PF3D7_0521800.1	PBANKA_1236400	
PF3D7_0522000	PF3D7_0522000.1	PBANKA_1236700	
PF3D7_0522100	PF3D7_0522100.1	PBANKA_1236800	
PF3D7_0522200	PF3D7_0522200.1	PBANKA_1236900	
PF3D7_0522300	PF3D7_0522300.1	PBANKA_1237000	
PF3D7_0522500	PF3D7_0522500.1	PBANKA_1237200	
PF3D7_0522600	PF3D7_0522600.1	PBANKA_1237300	
PF3D7_0522700	PF3D7_0522700.1	PBANKA_1237400	
PF3D7_0522800	PF3D7_0522800.1	PBANKA_1237500	
PF3D7_0523000	PF3D7_0523000.1	PBANKA_1237800	
PF3D7_0523100	PF3D7_0523100.1	PBANKA_1237900	
PF3D7_0523200	PF3D7_0523200.1	PBANKA_1238000	
PF3D7_0523300	PF3D7_0523300.1	PBANKA_1238100	
PF3D7_0523400	PF3D7_0523400.1	PBANKA_1238200	
PF3D7_0523500	PF3D7_0523500.1	PBANKA_1238300	
PF3D7_0523600	PF3D7_0523600.1	PBANKA_1238400	
PF3D7_0523700	PF3D7_0523700.1	PBANKA_1238500	
PF3D7_0523800	PF3D7_0523800.1	PBANKA_1238600	
PF3D7_0523900	PF3D7_0523900.1	PBANKA_1238700	
PF3D7_0524000	PF3D7_0524000.1	PBANKA_1238800	
PF3D7_0524200	PF3D7_0524200.1	PBANKA_1239000	
PF3D7_0524300	PF3D7_0524300.1	PBANKA_1239100	
PF3D7_0524400	PF3D7_0524400.1	PBANKA_1239200	
PF3D7_0524500	PF3D7_0524500.1	PBANKA_1239300	
PF3D7_0524600	PF3D7_0524600.1	PBANKA_1239400	
PF3D7_0524700	PF3D7_0524700.1	PBANKA_1239500	
PF3D7_0524800	PF3D7_0524800.1	PBANKA_1239600	
PF3D7_0524900	PF3D7_0524900.1	PBANKA_1239700	
PF3D7_0525000	PF3D7_0525000.1	PBANKA_1239800	
PF3D7_0525100	PF3D7_0525100.1	PBANKA_1239900	
PF3D7_0525200	PF3D7_0525200.1	PBANKA_1240000	
PF3D7_0525400	PF3D7_0525400.1	PBANKA_1240200	
PF3D7_0525500	PF3D7_0525500.1	PBANKA_1240300	
PF3D7_0525600	PF3D7_0525600.1	PBANKA_1240400	
PF3D7_0525700	PF3D7_0525700.1	PBANKA_1240500	
PF3D7_0525800	PF3D7_0525800.1	PBANKA_1240600	
PF3D7_0525900	PF3D7_0525900.1	PBANKA_1240700	
PF3D7_0526000	PF3D7_0526000.1	PBANKA_1240800	
PF3D7_0526100	PF3D7_0526100.1	PBANKA_1240900	
PF3D7_0526200	PF3D7_0526200.1	PBANKA_1241000	
PF3D7_0526200	PF3D7_0526200.2	PBANKA_1241000	
PF3D7_0526300	PF3D7_0526300.1	PBANKA_1241100	
PF3D7_0526400	PF3D7_0526400.1	PBANKA_1241200	
PF3D7_0526500	PF3D7_0526500.1	PBANKA_1241300	
PF3D7_0526700	PF3D7_0526700.1	PBANKA_1241500	
PF3D7_0526800	PF3D7_0526800.1	PBANKA_1241600	
PF3D7_0526900	PF3D7_0526900.1	PBANKA_1241700	
PF3D7_0527000	PF3D7_0527000.1	PBANKA_1241800	
PF3D7_0527100	PF3D7_0527100.1	PBANKA_1241900	
PF3D7_0527200	PF3D7_0527200.1	PBANKA_1242000	
PF3D7_0527300	PF3D7_0527300.1	PBANKA_1242100	
PF3D7_0527500	PF3D7_0527500.1	PBANKA_1242300	
PF3D7_0527600	PF3D7_0527600.1	PBANKA_1242400	
PF3D7_0527900	PF3D7_0527900.1	PBANKA_1242500	
PF3D7_0528000	PF3D7_0528000.1	PBANKA_1242600	
PF3D7_0528100	PF3D7_0528100.1	PBANKA_1242700	
PF3D7_0528200	PF3D7_0528200.1	PBANKA_1242800	
PF3D7_0528300	PF3D7_0528300.1	PBANKA_1242900	
PF3D7_0528400	PF3D7_0528400.1	PBANKA_1243000	
PF3D7_0528500	PF3D7_0528500.1	PBANKA_1243100	
PF3D7_0528600	PF3D7_0528600.1	PBANKA_1243200	
PF3D7_0528700	PF3D7_0528700.1	PBANKA_1243300	
PF3D7_0528800	PF3D7_0528800.1	PBANKA_1243400	
PF3D7_0528900	PF3D7_0528900.1	PBANKA_1243500	
PF3D7_0529000	PF3D7_0529000.1	PBANKA_1243600	
PF3D7_0529100	PF3D7_0529100.1	PBANKA_1243700	
PF3D7_0529300	PF3D7_0529300.1	PBANKA_1243800	
PF3D7_0529500	PF3D7_0529500.1	PBANKA_1244000	
PF3D7_0529700	PF3D7_0529700.1	PBANKA_1244100	
PF3D7_0529800	PF3D7_0529800.1	PBANKA_1244200	
PF3D7_0529900	PF3D7_0529900.1	PBANKA_1244300	
PF3D7_0530000	PF3D7_0530000.1	PBANKA_1244400	
PF3D7_0530100	PF3D7_0530100.1	PBANKA_1244500	
PF3D7_0530200	PF3D7_0530200.1	PBANKA_1244600	
PF3D7_0530400	PF3D7_0530400.1	PBANKA_1244800	
PF3D7_0530500	PF3D7_0530500.1	PBANKA_1244900	
PF3D7_0530600	PF3D7_0530600.1	PBANKA_1245000	
PF3D7_0530700	PF3D7_0530700.1	PBANKA_1245100	
PF3D7_0530750	PF3D7_0530750.1	PBANKA_1245150	
PF3D7_0530800	PF3D7_0530800.1	PBANKA_1245200	
PF3D7_0530900	PF3D7_0530900.1	PBANKA_1245300	
PF3D7_0531000	PF3D7_0531000.1	PBANKA_1245400	
PF3D7_0531200	PF3D7_0531200.1	PBANKA_1245600	
PF3D7_0531300	PF3D7_0531300.1	PBANKA_1245700	
PF3D7_0531400	PF3D7_0531400.1	PBANKA_1245800	
PF3D7_0602000	PF3D7_0602000.1	PBANKA_0100800	
PF3D7_0602100	PF3D7_0602100.1	PBANKA_0100900	
PF3D7_0602200	PF3D7_0602200.1	PBANKA_0101000	
PF3D7_0602300	PF3D7_0602300.1	PBANKA_0101100	
PF3D7_0602400	PF3D7_0602400.1	PBANKA_0101200	
PF3D7_0602500	PF3D7_0602500.1	PBANKA_0101300	
PF3D7_0602600	PF3D7_0602600.1	PBANKA_0101400	
PF3D7_0602700	PF3D7_0602700.1	PBANKA_0101500	
PF3D7_0602800	PF3D7_0602800.1	PBANKA_0101600	
PF3D7_0602900	PF3D7_0602900.1	PBANKA_0101700	
PF3D7_0603200	PF3D7_0603200.1	PBANKA_0102000	
PF3D7_0603300	PF3D7_0603300.1	PBANKA_0102100	
PF3D7_0603400	PF3D7_0603400.1	PBANKA_0102200	
PF3D7_0603500	PF3D7_0603500.1	PBANKA_0102300	
PF3D7_0603600	PF3D7_0603600.1	PBANKA_0102400	
PF3D7_0603700	PF3D7_0603700.1	PBANKA_0102500	
PF3D7_0603800	PF3D7_0603800.1	PBANKA_0102600	
PF3D7_0603900	PF3D7_0603900.1	PBANKA_0102700	
PF3D7_0604200	PF3D7_0604200.1	PBANKA_0103000	
PF3D7_0604300	PF3D7_0604300.1	PBANKA_0103100	
PF3D7_0604400	PF3D7_0604400.1	PBANKA_0103200	
PF3D7_0604700	PF3D7_0604700.1	PBANKA_0103400	
